PP2,ECH,PER,PP3,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P12,P13,DP13,P15,P17,P17A,P15A,P23A,P20,P21,P23,P24,P25,P19,P19A,COEQ,PL9A,PL9B,PLP2,PL27,PL24,PL25,PL26,PL28,PL29,PWE,menage_id_constr,household_id,person_id_constr,person_id,person_weight,trip_weight,number_of_trips,is_passenger
1310,0046,01,2,1,1,1,55,1.0,5.0,1.0,0.0,47.0,4.0,5.0,1180.0,6241,1.0,4.0,,1.0,4.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,136.3864,5345   3,,0,0,,,,,,,13100046,2610,1310004601,5425,136.3864,136.3864,4,False
1310,0046,02,2,1,2,2,53,1.0,5.0,1.0,0.0,41.0,4.0,5.0,1140.0,9901,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,140.7421,5145   3,,0,0,,,,,,,13100046,2610,1310004602,5426,140.7421,140.7421,6,False
1310,0063,01,3,1,2,1,61,1.0,4.0,7.0,0.0,51.0,4.0,,,0,,,,,1.0,5.0,5.0,1.0,4.0,5.0,1.0,,155.5778,4   3,,0,0,,,,,,,13100063,2611,1310006301,5427,155.5778,155.5778,5,False
1310,0063,02,3,1,1,3,34,1.0,3.0,1.0,0.0,47.0,4.0,5.0,1170.0,6837,1.0,4.0,,1.0,2.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,257.078,5144   3,,0,0,,,,,,,13100063,2611,1310006302,5428,257.078,257.078,2,False
1310,0063,03,3,1,2,5,10,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1310.0,434,,,,,1.0,5.0,5.0,5.0,1.0,5.0,1.0,,146.0625,4   3,,0,0,,,,,,,13100063,2611,1310006303,5429,146.0625,146.0625,5,True
1310,0072,01,2,1,1,1,41,1.0,3.0,1.0,0.0,47.0,4.0,5.0,1318.0,3430,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,113.943,5145   3,,0,0,,,,,,,13100072,2612,1310007201,5430,113.943,113.943,4,False
1310,0072,02,2,1,2,2,40,1.0,2.0,2.0,0.0,51.0,4.0,5.0,1310.0,434,1.0,4.0,,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,1.0,113.943,5145   3,,0,0,,,,,,,13100072,2612,1310007202,5431,113.943,113.943,4,False
1310,0072,03,2,1,1,3,21,1.0,4.0,2.0,0.0,66.0,4.0,5.0,8888.0,0,,,,,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,181.9078,31 5   3,,0,0,,,,,,,13100072,2612,1310007203,5432,181.9078,181.9078,2,False
1310,0072,04,2,1,2,3,17,2.0,0.0,5.0,0.0,85.0,3.0,5.0,1243.0,3235,,,,,1.0,5.0,5.0,5.0,2.0,1.0,1.0,,102.6916,51513,,0,0,,,,,,,13100072,2612,1310007204,5433,102.6916,102.6916,2,False
1310,0072,05,2,1,2,3,12,2.0,0.0,5.0,0.0,84.0,3.0,5.0,1250.0,1856,,,,,1.0,5.0,5.0,5.0,1.0,1.0,1.0,,102.6916,51513,,0,0,,,,,,,13100072,2612,1310007205,5434,102.6916,102.6916,6,True
1310,0081,01,2,1,2,1,65,2.0,3.0,7.0,0.0,56.0,3.0,,,0,,,,,2.0,5.0,5.0,5.0,2.0,2.0,1.0,,122.0352,52551,,0,0,,,,,,,13100081,2613,1310008101,5435,122.0352,122.0352,5,True
1310,0085,01,1,1,1,1,46,1.0,5.0,1.0,0.0,32.0,2.0,5.0,1253.0,1988,3.0,,3.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,226.7005,52451513,,0,0,,,,,,,13100085,2614,1310008501,5436,226.7005,226.7005,4,False
1310,0085,02,1,1,2,2,42,1.0,4.0,2.0,0.0,61.0,4.0,5.0,1093.0,3152,1.0,3.0,,1.0,5.0,5.0,5.0,1.0,1.0,4.0,1.0,6.0,226.7005,4245   3,,0,0,,,,,,,13100085,2614,1310008502,5437,226.7005,226.7005,8,False
1310,0085,03,1,1,1,3,12,2.0,0.0,5.0,0.0,84.0,3.0,5.0,1120.0,1921,,,,,5.0,4.0,5.0,5.0,2.0,1.0,1.0,,204.3148,51513,,0,0,,,,,,,13100085,2614,1310008503,5438,204.3148,204.3148,4,True
1310,0085,04,1,1,2,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1310.0,434,,,,,5.0,4.0,5.0,5.0,1.0,5.0,1.0,,206.2484,5   3,,0,0,,,,,,,13100085,2614,1310008504,5439,206.2484,206.2484,2,True
1310,0024,01,5,1,1,1,51,1.0,6.0,1.0,0.0,36.0,4.0,5.0,9625.0,32900,1.0,2.0,,1.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,160.5464,5243   3,,0,0,,,,,,,13100024,2615,1310002401,5440,160.5464,160.5464,3,False
1310,0024,02,5,1,2,2,49,1.0,6.0,1.0,0.0,47.0,4.0,5.0,9625.0,32900,1.0,2.0,,1.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,1.0,160.5464,5242   3,,0,0,,,,,,,13100024,2615,1310002402,5441,160.5464,160.5464,3,True
1310,0024,03,5,1,2,3,23,1.0,6.0,1.0,0.0,41.0,4.0,5.0,9590.0,4356,1.0,4.0,,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,256.3093,5135   3,,0,0,,,,,,,13100024,2615,1310002403,5442,256.3093,256.3093,8,False
1310,0071,01,4,1,1,1,49,1.0,3.0,1.0,0.0,51.0,4.0,5.0,1320.0,11416,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,113.943,3144   3,,0,0,,,,,,,13100071,2616,1310007101,5443,113.943,113.943,2,False
1310,0071,02,4,1,2,2,36,1.0,4.0,1.0,0.0,36.0,4.0,5.0,1080.0,9068,1.0,1.0,,2.0,2.0,5.0,5.0,1.0,3.0,4.0,1.0,1.0,182.4534,5144   3,,0,0,,,,,,,13100071,2616,1310007102,5444,182.4534,182.4534,4,False
1310,0071,03,4,1,1,3,19,2.0,0.0,4.0,0.0,86.0,3.0,5.0,1053.0,10699,4.0,,1.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,,181.9078,441443,,0,0,,,,,,,13100071,2616,1310007103,5445,181.9078,181.9078,4,False
1310,0071,04,4,2,1,3,17,2.0,0.0,5.0,0.0,85.0,4.0,5.0,1243.0,8070,,,,,,,,,,,2.0,,102.6916,,,0,0,,,,,,,13100071,2616,1310007104,5446,102.6916,102.6916,0,False
1310,0071,05,4,2,2,3,11,2.0,0.0,5.0,0.0,83.0,4.0,5.0,3030.0,18864,,,,,,,,,,,1.0,,102.6916,,,0,0,,,,,,,13100071,2616,1310007105,5447,102.6916,102.6916,2,False
1310,0076,01,4,1,1,1,73,1.0,2.0,7.0,0.0,36.0,4.0,,,0,,,,,3.0,5.0,5.0,1.0,3.0,3.0,1.0,,122.7607,5   3,,1,0,,,,,,,13100076,2617,1310007601,5448,122.7607,122.7607,2,False
1310,0076,02,4,1,2,2,72,2.0,2.0,7.0,0.0,51.0,4.0,,,0,,,,,3.0,5.0,5.0,5.0,2.0,3.0,2.0,,122.7607,5   3,1.0,1,0,,,,,,,13100076,2617,1310007602,5449,122.7607,122.7607,0,False
1310,0077,01,1,1,1,1,51,1.0,5.0,1.0,0.0,46.0,4.0,5.0,1318.0,1762,1.0,4.0,,1.0,3.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,139.9103,5145   3,,0,0,,,,,,,13100077,2618,1310007701,5450,139.9103,139.9103,3,False
1310,0079,01,1,1,1,1,55,1.0,3.0,1.0,0.0,32.0,4.0,5.0,9628.0,21344,1.0,4.0,,2.0,1.0,5.0,3.0,1.0,4.0,5.0,1.0,1.0,155.5778,5245   3,,1,0,,,,,,,13100079,2619,1310007901,5451,155.5778,155.5778,2,False
1310,0079,02,1,1,2,2,53,1.0,3.0,7.0,0.0,51.0,4.0,,,0,,,,,1.0,5.0,5.0,2.0,4.0,5.0,1.0,,160.5464,5   3,,0,0,,,,,,,13100079,2619,1310007902,5452,160.5464,160.5464,2,False
1310,0079,03,1,1,2,3,17,2.0,0.0,5.0,0.0,85.0,3.0,5.0,1093.0,7806,,,,,1.0,5.0,5.0,5.0,4.0,1.0,1.0,,144.6932,21513,,0,0,,,,,,,13100079,2619,1310007903,5453,144.6932,144.6932,2,False
1310,0093,01,5,1,1,1,57,1.0,3.0,9.0,0.0,61.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,4.0,5.0,1.0,,155.5778,4   3,,0,0,,,,,,,13100093,2620,1310009301,5454,155.5778,155.5778,8,False
1310,0093,02,5,1,2,2,56,1.0,3.0,1.0,0.0,54.0,4.0,5.0,9590.0,4356,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,155.5778,5144   3,,0,0,,,,,,,13100093,2620,1310009302,5455,155.5778,155.5778,5,True
1310,0093,03,5,1,2,3,25,1.0,0.0,3.0,0.0,86.0,4.0,5.0,9594.0,53462,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,,257.078,44   3,,0,0,,,,,,,13100093,2620,1310009303,5456,257.078,257.078,4,False
1310,0094,01,4,1,1,1,36,1.0,6.0,1.0,0.0,23.0,4.0,3.0,1310.0,3995,1.0,3.0,,1.0,1.0,3.0,5.0,1.0,4.0,4.0,1.0,1.0,182.4534,5344   3,,0,0,,,,,,,13100094,2621,1310009401,5457,182.4534,182.4534,6,False
1310,0094,02,4,1,2,2,36,1.0,6.0,1.0,0.0,32.0,4.0,5.0,8888.0,0,,,,,1.0,3.0,5.0,1.0,4.0,4.0,1.0,1.0,182.4534,53 4   3,,1,0,,,,,,,13100094,2621,1310009402,5458,182.4534,182.4534,10,False
1310,0094,03,4,1,1,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1310.0,1131,,,,,1.0,3.0,5.0,5.0,1.0,5.0,1.0,,103.6635,5   3,,0,0,,,,,,,13100094,2621,1310009403,5459,103.6635,103.6635,2,False
1310,0094,04,4,1,2,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1310.0,1131,,,,,1.0,3.0,5.0,5.0,1.0,5.0,1.0,,103.6635,5   3,,0,0,,,,,,,13100094,2621,1310009404,5460,103.6635,103.6635,2,False
1310,0094,05,4,1,1,3,7,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1310.0,1131,,,,,1.0,3.0,5.0,5.0,1.0,5.0,2.0,,103.6635,5   1,1.0,0,0,,,,,,,13100094,2621,1310009405,5461,103.6635,103.6635,0,False
1310,0096,01,2,1,1,2,48,1.0,5.0,1.0,0.0,46.0,4.0,5.0,1310.0,4112,1.0,3.0,,5.0,1.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,226.7005,5144   3,,0,0,,,,,,,13100096,2622,1310009601,5462,226.7005,226.7005,4,False
1310,0096,02,2,1,1,1,47,1.0,4.0,1.0,0.0,36.0,4.0,5.0,1470.0,16033,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,226.7005,5144   3,,1,0,,,,,,,13100096,2622,1310009602,5463,226.7005,226.7005,4,False
1310,0096,03,2,1,2,3,13,2.0,0.0,5.0,0.0,84.0,1.0,5.0,1310.0,3995,,,,,1.0,5.0,5.0,5.0,3.0,5.0,1.0,,204.3148,5   3,,0,0,,,,,,,13100096,2622,1310009603,5464,204.3148,204.3148,4,True
1310,0096,04,2,1,2,3,12,2.0,0.0,5.0,0.0,84.0,1.0,5.0,1310.0,3995,,,,,1.0,5.0,5.0,5.0,3.0,5.0,1.0,,204.3148,5   3,,0,0,,,,,,,13100096,2622,1310009604,5465,204.3148,204.3148,2,False
1318,0030,01,1,1,2,1,49,1.0,4.0,1.0,0.0,54.0,4.0,5.0,1300.0,6302,1.0,2.0,,5.0,3.0,5.0,5.0,1.0,2.0,5.0,1.0,6.0,139.9103,4144   3,,1,0,,,,,,,13180030,2623,1318003001,5466,139.9103,139.9103,3,False
1318,0023,01,2,1,1,1,68,1.0,2.0,7.0,0.0,21.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,3.0,5.0,1.0,,197.737,4   3,,0,0,,,,,,,13180023,2624,1318002301,5467,197.737,197.737,4,False
1318,0023,02,2,1,2,6,28,2.0,2.0,6.0,0.0,69.0,4.0,,,0,,,,,1.0,5.0,5.0,5.0,1.0,5.0,1.0,,363.0085,5   3,,0,0,,,,,,,13180023,2624,1318002302,5468,363.0085,363.0085,4,True
1318,0023,03,2,1,2,5,5,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1310.0,939,,,,,1.0,5.0,5.0,5.0,1.0,5.0,1.0,,206.2484,5   3,,0,0,,,,,,,13180023,2624,1318002303,5469,206.2484,206.2484,6,True
1318,0023,04,2,1,2,5,5,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1310.0,939,,,,,1.0,5.0,5.0,5.0,1.0,5.0,1.0,,206.2484,5   3,,0,0,,,,,,,13180023,2624,1318002304,5470,206.2484,206.2484,6,True
1320,0003,01,1,1,1,1,51,1.0,5.0,1.0,0.0,36.0,4.0,5.0,1240.0,12913,1.0,4.0,,5.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,156.5145,5335   3,,0,0,,,,,,,13200003,2625,1320000301,5471,156.5145,156.5145,5,False
1320,0003,02,1,1,2,2,50,1.0,3.0,8.0,0.0,54.0,4.0,,,0,,,,,1.0,3.0,5.0,1.0,2.0,5.0,1.0,,156.5145,5   3,,0,0,,,,,,,13200003,2625,1320000302,5472,156.5145,156.5145,9,False
1320,0003,03,1,1,1,3,21,1.0,5.0,6.0,2.0,81.0,1.0,,,0,,,,,1.0,4.0,5.0,4.0,1.0,1.0,1.0,,495.7979,54513,,0,0,,,,,,,13200003,2625,1320000303,5473,495.7979,495.7979,2,False
1320,0003,04,1,1,1,3,14,2.0,0.0,5.0,0.0,84.0,4.0,5.0,1320.0,1046,,,,,5.0,4.0,5.0,5.0,1.0,5.0,1.0,,141.9348,5   3,,0,0,,,,,,,13200003,2625,1320000304,5474,141.9348,141.9348,4,True
1320,0007,01,1,1,2,2,62,1.0,2.0,7.0,0.0,54.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,1.0,4.0,1.0,,110.3454,4   3,,0,0,,,,,,,13200007,2626,1320000701,5475,110.3454,110.3454,4,False
1320,0007,02,1,1,1,1,61,1.0,4.0,7.0,1.0,51.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,1.0,4.0,1.0,,110.3454,4   3,,0,0,,,,,,,13200007,2626,1320000702,5476,110.3454,110.3454,6,False
1320,0012,01,4,1,1,1,65,1.0,2.0,7.0,0.0,21.0,1.0,,,0,,,,,1.0,4.0,5.0,1.0,1.0,2.0,2.0,,108.9416,45521,1.0,0,0,,,,,,,13200012,2627,1320001201,5477,108.9416,108.9416,0,False
1320,0012,02,4,1,2,2,63,1.0,2.0,7.0,0.0,61.0,4.0,,,0,,,,,2.0,4.0,5.0,2.0,2.0,5.0,1.0,,110.3454,4   1,,0,0,,,,,,,13200012,2627,1320001202,5478,110.3454,110.3454,2,False
1320,0013,01,1,1,1,1,65,1.0,5.0,1.0,0.0,36.0,4.0,4.0,1480.0,17941,1.0,1.0,,1.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,108.9416,5334   3,,0,0,,,,,,,13200013,2628,1320001301,5479,108.9416,108.9416,2,False
1320,0013,02,1,1,2,2,64,1.0,5.0,7.0,0.0,36.0,4.0,,,0,,,,,1.0,4.0,5.0,1.0,4.0,5.0,1.0,,110.3454,4   3,,0,0,,,,,,,13200013,2628,1320001302,5480,110.3454,110.3454,4,False
1320,0026,01,5,1,1,1,69,1.0,5.0,7.0,0.0,32.0,4.0,,,0,,,,,1.0,5.0,4.0,1.0,4.0,5.0,1.0,,108.9416,5   2,,0,0,,,,,,,13200026,2629,1320002601,5481,108.9416,108.9416,3,False
1320,0026,02,5,1,2,2,69,1.0,3.0,7.0,0.0,54.0,4.0,,,0,,,,,4.0,5.0,5.0,1.0,2.0,5.0,1.0,,108.9416,5   3,,0,0,,,,,,,13200026,2629,1320002602,5482,108.9416,108.9416,3,True
1320,0035,01,1,1,2,5,70,2.0,2.0,8.0,0.0,82.0,1.0,,,0,,,,,5.0,1.0,5.0,5.0,4.0,4.0,1.0,,108.9416,5   3,,1,0,,,,,,,13200035,2630,1320003501,5483,108.9416,108.9416,3,True
1320,0035,02,1,1,1,1,45,1.0,5.0,1.0,0.0,61.0,4.0,5.0,1210.0,6466,1.0,5.0,,1.0,5.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,126.4877,6135   3,,0,0,,,,,,,13200035,2630,1320003502,5484,126.4877,126.4877,4,False
1320,0036,01,4,1,1,1,50,1.0,5.0,6.0,0.0,46.0,4.0,,,0,,,,,5.0,5.0,5.0,1.0,5.0,5.0,1.0,,144.4651,5   3,,0,0,,,,,,,13200036,2631,1320003601,5485,144.4651,144.4651,7,False
1320,0036,02,4,1,2,2,47,1.0,6.0,6.0,0.0,41.0,4.0,,,0,,,,,5.0,5.0,5.0,1.0,2.0,5.0,1.0,,144.4651,5   3,,0,0,,,,,,,13200036,2631,1320003602,5486,144.4651,144.4651,2,True
1320,0036,03,4,1,1,3,15,2.0,0.0,5.0,0.0,84.0,4.0,5.0,1320.0,1046,,,,,4.0,1.0,5.0,5.0,2.0,4.0,1.0,,131.0078,5   3,,0,0,,,,,,,13200036,2631,1320003603,5487,131.0078,131.0078,7,True
1320,0050,01,2,1,2,1,28,1.0,2.0,1.0,0.0,56.0,4.0,4.0,1328.0,975,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,155.8482,5134   3,,0,0,,,,,,,13200050,2632,1320005001,5488,155.8482,155.8482,5,False
1320,0050,02,2,1,1,3,3,,,,,,,,,0,,,,,,,,,,,,,139.8429,,,0,0,,,,,,,13200050,2632,1320005002,5489,139.8429,139.8429,0,False
1320,0068,01,4,1,1,1,55,1.0,3.0,6.0,0.0,61.0,4.0,,,0,,,,,1.0,2.0,5.0,1.0,2.0,5.0,1.0,,126.0285,5   3,,0,0,,,,,,,13200068,2633,1320006801,5490,126.0285,126.0285,2,False
1320,0068,02,4,1,2,2,52,1.0,3.0,1.0,0.0,47.0,4.0,5.0,1250.0,12033,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,144.4651,5225   3,,0,0,,,,,,,13200068,2633,1320006802,5491,144.4651,144.4651,2,False
1320,0068,03,4,1,1,3,26,1.0,3.0,1.0,0.0,61.0,4.0,5.0,1390.0,21620,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,2.0,5.0,2.0,6.0,177.9986,5125   3,3.0,0,0,,,,,,,13200068,2633,1320006803,5492,177.9986,177.9986,0,False
1320,0070,01,5,1,1,1,39,1.0,5.0,1.0,0.0,46.0,4.0,4.0,1118.0,4779,1.0,3.0,,1.0,1.0,4.0,5.0,1.0,3.0,5.0,1.0,1.0,192.8449,5233   3,,1,0,,,,,,,13200070,2634,1320007001,5493,192.8449,192.8449,7,False
1320,0070,02,5,1,2,2,38,1.0,5.0,1.0,0.0,41.0,4.0,5.0,1160.0,5991,1.0,4.0,,1.0,1.0,4.0,5.0,1.0,2.0,5.0,1.0,1.0,192.8449,5234   3,,0,0,,,,,,,13200070,2634,1320007002,5494,192.8449,192.8449,3,False
1320,0070,03,5,1,2,3,9,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1320.0,934,,,,,1.0,4.0,5.0,5.0,1.0,5.0,1.0,,157.2241,4   3,,0,0,,,,,,,13200070,2634,1320007003,5495,157.2241,157.2241,6,True
1320,0070,04,5,1,1,3,6,2.0,0.0,5.0,0.0,83.0,4.0,5.0,1320.0,934,,,,,1.0,4.0,5.0,5.0,1.0,5.0,1.0,,157.2241,4   3,,0,0,,,,,,,13200070,2634,1320007004,5496,157.2241,157.2241,5,True
1320,0075,01,1,1,1,1,46,1.0,3.0,1.0,0.0,61.0,4.0,5.0,1140.0,3483,1.0,4.0,,5.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,1.0,156.5145,5135   3,,0,0,,,,,,,13200075,2635,1320007501,5497,156.5145,156.5145,4,False
1320,0075,02,1,1,2,2,43,1.0,3.0,2.0,0.0,51.0,4.0,5.0,1320.0,1949,1.0,4.0,,1.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,156.5145,5135   3,,0,0,,,,,,,13200075,2635,1320007502,5498,156.5145,156.5145,6,True
1320,0075,03,1,1,2,3,19,1.0,0.0,4.0,0.0,86.0,4.0,5.0,1323.0,2357,1.0,4.0,,1.0,1.0,5.0,5.0,4.0,2.0,4.0,1.0,,495.7979,35   3,,0,0,,,,,,,13200075,2635,1320007503,5499,495.7979,495.7979,7,False
1320,0075,04,1,1,2,3,16,2.0,0.0,5.0,0.0,85.0,4.0,5.0,1323.0,2357,,,,,1.0,5.0,5.0,5.0,2.0,4.0,1.0,,141.9348,5   3,,0,0,,,,,,,13200075,2635,1320007504,5500,141.9348,141.9348,4,True
1320,0081,01,4,1,2,5,93,2.0,4.0,7.0,0.0,54.0,4.0,,,0,,,,,4.0,5.0,5.0,5.0,3.0,5.0,2.0,,128.5013,5   1,21.0,0,0,,,,,,,13200081,2636,1320008101,5501,128.5013,128.5013,0,False
1320,0081,02,4,1,2,2,68,1.0,6.0,7.0,0.0,41.0,4.0,,,0,,,,,4.0,5.0,5.0,5.0,3.0,5.0,2.0,,124.4252,5   1,3.0,0,0,,,,,,,13200081,2636,1320008102,5502,124.4252,124.4252,0,False
1320,0081,03,4,1,1,1,66,1.0,6.0,7.0,0.0,41.0,4.0,,,0,,,,,1.0,5.0,5.0,2.0,5.0,5.0,1.0,,124.4252,5   3,,0,0,,,,,,,13200081,2636,1320008103,5503,124.4252,124.4252,2,False
1320,0084,01,1,1,1,1,34,1.0,3.0,1.0,0.0,61.0,3.0,5.0,9590.0,7497,1.0,4.0,,1.0,2.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,155.8482,5134   3,,0,0,,,,,,,13200084,2637,1320008401,5504,155.8482,155.8482,4,True
1320,0084,02,1,1,2,2,31,1.0,2.0,1.0,0.0,55.0,4.0,5.0,1161.0,6078,1.0,4.0,,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,155.8482,5234   3,,0,0,,,,,,,13200084,2637,1320008402,5505,155.8482,155.8482,2,False
1320,0089,01,4,1,1,1,29,1.0,6.0,1.0,0.0,36.0,4.0,5.0,1300.0,4491,1.0,3.0,,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,6.0,177.9986,5333   3,,0,0,,,,,,,13200089,2638,1320008901,5506,177.9986,177.9986,5,False
1320,0089,02,4,1,2,2,28,1.0,6.0,1.0,0.0,46.0,4.0,5.0,1253.0,12513,1.0,4.0,,2.0,4.0,5.0,5.0,1.0,2.0,5.0,1.0,6.0,177.9986,5134   3,,0,0,,,,,,,13200089,2638,1320008902,5507,177.9986,177.9986,2,True
1320,0089,03,4,1,2,3,1,,,,,,,,,0,,,,,,,,,,,,,159.7184,,,0,0,,,,,,,13200089,2638,1320008903,5508,159.7184,159.7184,0,False
1320,0095,01,3,1,2,1,57,1.0,2.0,9.0,0.0,41.0,4.0,,,0,,,,,2.0,5.0,5.0,2.0,2.0,5.0,1.0,,163.6425,5   1,,1,0,,,,,,,13200095,2639,1320009501,5509,163.6425,163.6425,2,False
1320,0101,01,4,1,1,1,55,1.0,3.0,9.0,0.0,61.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,5.0,5.0,1.0,,126.0285,5   3,,1,0,,,,,,,13200101,2640,1320010101,5510,126.0285,126.0285,5,False
1320,0101,02,4,1,2,2,51,1.0,3.0,6.0,0.0,54.0,4.0,,,0,,,,,2.0,5.0,5.0,1.0,4.0,5.0,1.0,,144.4651,4   3,,1,0,,,,,,,13200101,2640,1320010102,5511,144.4651,144.4651,8,False
1320,0101,03,4,1,2,3,21,1.0,0.0,4.0,0.0,88.0,4.0,5.0,1053.0,6240,1.0,2.0,,1.0,1.0,5.0,5.0,1.0,3.0,5.0,1.0,,457.6286,35   3,,1,0,,,,,,,13200101,2640,1320010103,5512,457.6286,457.6286,4,False
1320,0006,01,2,1,1,1,71,1.0,6.0,7.0,0.0,36.0,4.0,,,0,,,,,1.0,5.0,5.0,2.0,1.0,5.0,1.0,,108.9416,5   3,,1,0,,,,,,,13200006,2641,1320000601,5513,108.9416,108.9416,2,False
1320,0006,02,2,1,2,2,68,1.0,2.0,7.0,0.0,56.0,4.0,,,0,,,,,1.0,5.0,5.0,1.0,2.0,5.0,1.0,,108.9416,5   3,,0,0,,,,,,,13200006,2641,1320000602,5514,108.9416,108.9416,3,False
1320,0022,01,4,1,2,1,36,1.0,5.0,1.0,0.0,47.0,4.0,5.0,1060.0,9459,1.0,3.0,,5.0,1.0,5.0,5.0,1.0,4.0,5.0,2.0,6.0,231.1235,5234   3,1.0,0,0,,,,,,,13200022,2642,1320002201,5515,231.1235,231.1235,0,False
1320,0027,01,1,1,2,2,63,1.0,2.0,1.0,0.0,56.0,4.0,1.0,,0,,,,,2.0,1.0,5.0,1.0,4.0,5.0,2.0,2.0,136.5401,73 4   3,1.0,1,0,,,,,,,13200027,2643,1320002701,5516,136.5401,136.5401,0,False
1320,0027,02,1,1,1,1,61,1.0,3.0,7.0,0.0,47.0,4.0,,,0,,,,,1.0,1.0,4.0,1.0,4.0,5.0,1.0,,136.5401,4   3,,1,0,,,,,,,13200027,2643,1320002702,5517,136.5401,136.5401,8,False
1320,0027,03,1,1,2,3,14,2.0,0.0,5.0,0.0,84.0,4.0,5.0,1320.0,2667,,,,,1.0,2.0,5.0,5.0,1.0,4.0,1.0,,141.9348,4   3,,0,0,,,,,,,13200027,2643,1320002703,5518,141.9348,141.9348,2,False
1320,0027,04,1,3,2,6,13,2.0,0.0,5.0,0.0,84.0,4.0,5.0,1090.0,8346,,,,,1.0,2.0,5.0,5.0,1.0,4.0,1.0,,141.9348,4   1,,0,0,,,,,,,13200027,2643,1320002704,5519,141.9348,141.9348,4,True
1320,0027,05,1,3,2,6,4,,,,,,,,,0,,,,,,,,,,,,,173.04,,,0,0,,,,,,,13200027,2643,1320002705,5520,173.04,173.04,0,False
1320,0032,01,3,1,1,1,36,1.0,6.0,1.0,2.0,46.0,4.0,5.0,1320.0,2771,1.0,3.0,,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,192.8449,5235   3,,0,0,,,,,,,13200032,2644,1320003201,5521,192.8449,192.8449,2,False
1320,0032,02,3,1,2,2,34,1.0,2.0,1.0,0.0,46.0,4.0,5.0,1470.0,18420,4.0,,1.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,2.0,6.0,192.8449,5334   2,2.0,0,0,,,,,,,13200032,2644,1320003202,5522,192.8449,192.8449,0,False
1320,0032,03,3,1,2,3,4,,,,,,,,,0,,,,,,,,,,,,,173.04,,,0,0,,,,,,,13200032,2644,1320003203,5523,173.04,173.04,0,False
1320,0032,04,3,1,1,3,1,,,,,,,,,0,,,,,,,,,,,,,173.04,,,0,0,,,,,,,13200032,2644,1320003204,5524,173.04,173.04,0,False
1320,0037,01,5,1,1,1,40,1.0,6.0,1.0,0.0,46.0,1.0,2.0,,0,,,,,2.0,4.0,5.0,1.0,4.0,4.0,1.0,2.0,156.5145,53 2   3,,0,0,,,,,,,13200037,2645,1320003701,5525,156.5145,156.5145,5,False
